plan_name_hgarb,Name,FY,market_return_from_valuation,admin_expense_pct,market_return_from_acfr
Washington Law Enforcement Officers’ and Firefighters Retirement System Plan 2,Washington Law Enforcement Officers and Firefighters Plan 2,2011,0.2108,5.20E-04,NA
Washington Law Enforcement Officers’ and Firefighters Retirement System Plan 2,Washington Law Enforcement Officers and Firefighters Plan 2,2012,1.45E-02,5.53E-04,NA
Washington Law Enforcement Officers’ and Firefighters Retirement System Plan 2,Washington Law Enforcement Officers and Firefighters Plan 2,2013,0.1231,3.36E-04,NA
Washington Law Enforcement Officers’ and Firefighters Retirement System Plan 2,Washington Law Enforcement Officers and Firefighters Plan 2,2014,0.1893,4.53E-04,0.1704
Washington Law Enforcement Officers’ and Firefighters Retirement System Plan 2,Washington Law Enforcement Officers and Firefighters Plan 2,2015,NA,4.75E-04,4.64E-02
Washington Law Enforcement Officers’ and Firefighters Retirement System Plan 2,Washington Law Enforcement Officers and Firefighters Plan 2,2016,NA,5.20E-04,2.48E-02
Washington Law Enforcement Officers’ and Firefighters Retirement System Plan 2,Washington Law Enforcement Officers and Firefighters Plan 2,2017,NA,5.74E-04,0.1414
Washington Law Enforcement Officers’ and Firefighters Retirement System Plan 2,Washington Law Enforcement Officers and Firefighters Plan 2,2018,NA,5.01E-04,9.56E-02
Washington Law Enforcement Officers’ and Firefighters Retirement System Plan 2,Washington Law Enforcement Officers and Firefighters Plan 2,2019,NA,5.04E-04,8.89E-02
Washington Law Enforcement Officers’ and Firefighters Retirement System Plan 2,Washington Law Enforcement Officers and Firefighters Plan 2,2020,4.53E-02,4.96E-04,4.55E-02
Washington Law Enforcement Officers’ and Firefighters Retirement System Plan 2,Washington Law Enforcement Officers and Firefighters Plan 2,2021,0.3162,4.20E-04,0.3165
Washington Law Enforcement Officers’ and Firefighters Retirement System Plan 2,Washington Law Enforcement Officers and Firefighters Plan 2,2022,2.20E-03,4.20E-04,2.00E-03
Washington Public Employees' Retirement System Plan 1,Washington Public Employees’ Retirement System Plan 1 (Pre-1977),2001,-9.68E-02,NA,NA
Washington Public Employees' Retirement System Plan 1,Washington Public Employees’ Retirement System Plan 1 (Pre-1977),2002,-5.83E-02,6.88E-04,NA
Washington Public Employees' Retirement System Plan 1,Washington Public Employees’ Retirement System Plan 1 (Pre-1977),2003,0.1497,6.47E-04,NA
Washington Public Employees' Retirement System Plan 1,Washington Public Employees’ Retirement System Plan 1 (Pre-1977),2004,0.1393,5.33E-04,NA
Washington Public Employees' Retirement System Plan 1,Washington Public Employees’ Retirement System Plan 1 (Pre-1977),2005,0.1756,5.12E-04,NA
Washington Public Employees' Retirement System Plan 1,Washington Public Employees’ Retirement System Plan 1 (Pre-1977),2006,0.1579,4.64E-04,NA
Washington Public Employees' Retirement System Plan 1,Washington Public Employees’ Retirement System Plan 1 (Pre-1977),2007,0.1655,4.13E-04,NA
Washington Public Employees' Retirement System Plan 1,Washington Public Employees’ Retirement System Plan 1 (Pre-1977),2008,-1.08E-02,4.45E-04,NA
Washington Public Employees' Retirement System Plan 1,Washington Public Employees’ Retirement System Plan 1 (Pre-1977),2009,-0.2316,5.82E-04,NA
Washington Public Employees' Retirement System Plan 1,Washington Public Employees’ Retirement System Plan 1 (Pre-1977),2010,0.1381,5.09E-04,NA
Washington Public Employees' Retirement System Plan 1,Washington Public Employees’ Retirement System Plan 1 (Pre-1977),2011,0.2137,3.93E-04,NA
Washington Public Employees' Retirement System Plan 1,Washington Public Employees’ Retirement System Plan 1 (Pre-1977),2012,1.13E-02,4.77E-04,NA
Washington Public Employees' Retirement System Plan 1,Washington Public Employees’ Retirement System Plan 1 (Pre-1977),2013,0.1245,6.50E-04,NA
Washington Public Employees' Retirement System Plan 1,Washington Public Employees’ Retirement System Plan 1 (Pre-1977),2014,0.1876,3.80E-04,0.1698
Washington Public Employees' Retirement System Plan 1,Washington Public Employees’ Retirement System Plan 1 (Pre-1977),2015,NA,3.58E-04,4.45E-02
Washington Public Employees' Retirement System Plan 1,Washington Public Employees’ Retirement System Plan 1 (Pre-1977),2016,NA,3.95E-04,2.19E-02
Washington Public Employees' Retirement System Plan 1,Washington Public Employees’ Retirement System Plan 1 (Pre-1977),2017,NA,4.46E-04,0.1384
Washington Public Employees' Retirement System Plan 1,Washington Public Employees’ Retirement System Plan 1 (Pre-1977),2018,NA,3.91E-04,9.55E-02
Washington Public Employees' Retirement System Plan 1,Washington Public Employees’ Retirement System Plan 1 (Pre-1977),2019,NA,3.90E-04,8.68E-02
Washington Public Employees' Retirement System Plan 1,Washington Public Employees’ Retirement System Plan 1 (Pre-1977),2020,4.53E-02,3.75E-04,4.49E-02
Washington Public Employees' Retirement System Plan 1,Washington Public Employees’ Retirement System Plan 1 (Pre-1977),2021,0.3162,3.11E-04,0.3134
Washington Public Employees' Retirement System Plan 1,Washington Public Employees’ Retirement System Plan 1 (Pre-1977),2022,2.20E-03,3.26E-04,2.70E-03
Washington Public Employees’ Retirement System Plans 2 and 3,Washington Public Employees’ Retirement System Plan 2 & 3,2001,-9.80E-02,NA,NA
Washington Public Employees’ Retirement System Plans 2 and 3,Washington Public Employees’ Retirement System Plan 2 & 3,2002,-6.20E-02,6.62E-04,NA
Washington Public Employees’ Retirement System Plans 2 and 3,Washington Public Employees’ Retirement System Plan 2 & 3,2003,0.1505,6.58E-04,NA
Washington Public Employees’ Retirement System Plans 2 and 3,Washington Public Employees’ Retirement System Plan 2 & 3,2004,0.1375,5.43E-04,NA
Washington Public Employees’ Retirement System Plans 2 and 3,Washington Public Employees’ Retirement System Plan 2 & 3,2005,0.1759,4.93E-04,NA
Washington Public Employees’ Retirement System Plans 2 and 3,Washington Public Employees’ Retirement System Plan 2 & 3,2006,0.158,4.64E-04,NA
Washington Public Employees’ Retirement System Plans 2 and 3,Washington Public Employees’ Retirement System Plan 2 & 3,2007,0.1663,4.18E-04,NA
Washington Public Employees’ Retirement System Plans 2 and 3,Washington Public Employees’ Retirement System Plan 2 & 3,2008,-1.27E-02,5.60E-04,NA
Washington Public Employees’ Retirement System Plans 2 and 3,Washington Public Employees’ Retirement System Plan 2 & 3,2009,-0.227,5.84E-04,NA
Washington Public Employees’ Retirement System Plans 2 and 3,Washington Public Employees’ Retirement System Plan 2 & 3,2010,0.1313,5.28E-04,NA
Washington Public Employees’ Retirement System Plans 2 and 3,Washington Public Employees’ Retirement System Plan 2 & 3,2011,0.2116,4.14E-04,NA
Washington Public Employees’ Retirement System Plans 2 and 3,Washington Public Employees’ Retirement System Plan 2 & 3,2012,1.42E-02,4.39E-04,NA
Washington Public Employees’ Retirement System Plans 2 and 3,Washington Public Employees’ Retirement System Plan 2 & 3,2013,0.1234,4.50E-04,NA
Washington Public Employees’ Retirement System Plans 2 and 3,Washington Public Employees’ Retirement System Plan 2 & 3,2014,NA,3.55E-04,0.1706
Washington Public Employees’ Retirement System Plans 2 and 3,Washington Public Employees’ Retirement System Plan 2 & 3,2015,NA,3.59E-04,4.63E-02
Washington Public Employees’ Retirement System Plans 2 and 3,Washington Public Employees’ Retirement System Plan 2 & 3,2016,NA,3.94E-04,2.47E-02
Washington Public Employees’ Retirement System Plans 2 and 3,Washington Public Employees’ Retirement System Plan 2 & 3,2017,NA,4.06E-04,0.1411
Washington Public Employees’ Retirement System Plans 2 and 3,Washington Public Employees’ Retirement System Plan 2 & 3,2018,NA,3.56E-04,9.56E-02
Washington Public Employees’ Retirement System Plans 2 and 3,Washington Public Employees’ Retirement System Plan 2 & 3,2019,NA,3.55E-04,8.89E-02
Washington Public Employees’ Retirement System Plans 2 and 3,Washington Public Employees’ Retirement System Plan 2 & 3,2020,NA,3.83E-04,4.55E-02
Washington Public Employees’ Retirement System Plans 2 and 3,Washington Public Employees’ Retirement System Plan 2 & 3,2021,0.3162,3.17E-04,0.3167
Washington Public Employees’ Retirement System Plans 2 and 3,Washington Public Employees’ Retirement System Plan 2 & 3,2022,2.20E-03,3.03E-04,2.10E-03
Washington Public Safety Employees’ Retirement System,Washington Public Safety Employees’ Retirement System,2001,NA,NA,NA
Washington Public Safety Employees’ Retirement System,Washington Public Safety Employees’ Retirement System,2002,NA,NA,NA
Washington Public Safety Employees’ Retirement System,Washington Public Safety Employees’ Retirement System,2003,NA,NA,NA
Washington Public Safety Employees’ Retirement System,Washington Public Safety Employees’ Retirement System,2004,NA,NA,NA
Washington Public Safety Employees’ Retirement System,Washington Public Safety Employees’ Retirement System,2005,NA,NA,NA
Washington Public Safety Employees’ Retirement System,Washington Public Safety Employees’ Retirement System,2006,9.10E-02,NA,NA
Washington Public Safety Employees’ Retirement System,Washington Public Safety Employees’ Retirement System,2007,0.1337,1.92E-03,NA
Washington Public Safety Employees’ Retirement System,Washington Public Safety Employees’ Retirement System,2008,-3.73E-02,7.11E-04,NA
Washington Public Safety Employees’ Retirement System,Washington Public Safety Employees’ Retirement System,2009,-0.1925,7.17E-04,NA
Washington Public Safety Employees’ Retirement System,Washington Public Safety Employees’ Retirement System,2010,0.1082,5.40E-04,NA
Washington Public Safety Employees’ Retirement System,Washington Public Safety Employees’ Retirement System,2011,0.2035,5.73E-04,NA
Washington Public Safety Employees’ Retirement System,Washington Public Safety Employees’ Retirement System,2012,1.80E-02,4.01E-04,NA
Washington Public Safety Employees’ Retirement System,Washington Public Safety Employees’ Retirement System,2013,0.1206,4.42E-06,NA
Washington Public Safety Employees’ Retirement System,Washington Public Safety Employees’ Retirement System,2014,0.1891,3.43E-04,0.1694
Washington Public Safety Employees’ Retirement System,Washington Public Safety Employees’ Retirement System,2015,NA,3.29E-04,4.76E-02
Washington Public Safety Employees’ Retirement System,Washington Public Safety Employees’ Retirement System,2016,NA,3.74E-04,2.75E-02
Washington Public Safety Employees’ Retirement System,Washington Public Safety Employees’ Retirement System,2017,NA,4.21E-04,0.1414
Washington Public Safety Employees’ Retirement System,Washington Public Safety Employees’ Retirement System,2018,NA,3.89E-04,9.51E-02
Washington Public Safety Employees’ Retirement System,Washington Public Safety Employees’ Retirement System,2019,NA,3.79E-04,9.12E-02
Washington Public Safety Employees’ Retirement System,Washington Public Safety Employees’ Retirement System,2020,4.53E-02,3.73E-04,4.63E-02
Washington Public Safety Employees’ Retirement System,Washington Public Safety Employees’ Retirement System,2021,0.3162,3.13E-04,0.3191
Washington Public Safety Employees’ Retirement System,Washington Public Safety Employees’ Retirement System,2022,2.20E-03,3.19E-04,1.60E-03
Washington - School Employees’ Retirement System,Washington School Employees Plan 2/3,2001,-8.66E-02,NA,NA
Washington - School Employees’ Retirement System,Washington School Employees Plan 2/3,2002,-6.26E-02,8.99E-04,NA
Washington - School Employees’ Retirement System,Washington School Employees Plan 2/3,2003,0.1512,8.55E-04,NA
Washington - School Employees’ Retirement System,Washington School Employees Plan 2/3,2004,0.1374,7.15E-04,NA
Washington - School Employees’ Retirement System,Washington School Employees Plan 2/3,2005,0.1759,5.77E-04,NA
Washington - School Employees’ Retirement System,Washington School Employees Plan 2/3,2006,0.158,5.26E-04,NA
Washington - School Employees’ Retirement System,Washington School Employees Plan 2/3,2007,0.1662,4.47E-04,NA
Washington - School Employees’ Retirement System,Washington School Employees Plan 2/3,2008,-1.26E-02,5.19E-04,NA
Washington - School Employees’ Retirement System,Washington School Employees Plan 2/3,2009,-0.2285,6.83E-04,NA
Washington - School Employees’ Retirement System,Washington School Employees Plan 2/3,2010,0.1314,6.19E-04,NA
Washington - School Employees’ Retirement System,Washington School Employees Plan 2/3,2011,0.2119,5.40E-04,NA
Washington - School Employees’ Retirement System,Washington School Employees Plan 2/3,2012,1.42E-02,4.96E-04,NA
Washington - School Employees’ Retirement System,Washington School Employees Plan 2/3,2013,0.1236,4.27E-05,NA
Washington - School Employees’ Retirement System,Washington School Employees Plan 2/3,2014,0.1896,4.00E-04,0.1708
Washington - School Employees’ Retirement System,Washington School Employees Plan 2/3,2015,NA,4.04E-04,4.64E-02
Washington - School Employees’ Retirement System,Washington School Employees Plan 2/3,2016,NA,4.23E-04,2.49E-02
Washington - School Employees’ Retirement System,Washington School Employees Plan 2/3,2017,NA,3.00E-04,0.1413
Washington - School Employees’ Retirement System,Washington School Employees Plan 2/3,2018,NA,2.48E-04,9.57E-02
Washington - School Employees’ Retirement System,Washington School Employees Plan 2/3,2019,NA,2.58E-04,8.93E-02
Washington - School Employees’ Retirement System,Washington School Employees Plan 2/3,2020,NA,3.79E-04,4.56E-02
Washington - School Employees’ Retirement System,Washington School Employees Plan 2/3,2021,0.3162,3.06E-04,0.3172
Washington - School Employees’ Retirement System,Washington School Employees Plan 2/3,2022,2.20E-03,2.07E-04,2.00E-03
Washington - State Patrol Retirement System,Washington State Patrol Retirement System,2001,-9.68E-02,NA,NA
Washington - State Patrol Retirement System,Washington State Patrol Retirement System,2002,-5.99E-02,6.68E-04,NA
Washington - State Patrol Retirement System,Washington State Patrol Retirement System,2003,0.1503,6.34E-04,NA
Washington - State Patrol Retirement System,Washington State Patrol Retirement System,2004,0.1383,5.22E-04,NA
